cid,cid,cmpdname,predicted_proba,predicted_proba2,min_energy
73317288,73317288,"11-Chloro-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8(26),9,11,16,21,23-decaene",0.5058786513223376,0.5058786513223376,-13.802
21067636,21067636,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-naphthalen-1-ylacetamide",0.6293211388065654,0.6293211388065654,-13.797
45027788,45027788,"3,11-Dihydroxystaurosporine",0.6451290072206413,0.6451290072206413,-13.79
21067688,21067688,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-phenoxybenzamide",0.5637473683147621,0.5637473683147621,-13.785
21067696,21067696,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-cyclohexylbenzamide",0.5637473683147621,0.5637473683147621,-13.785
145156686,145156686,"2-[1-[(E)-4-(dimethylamino)but-2-enoyl]azetidin-3-yl]-N-methyl-N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]acetamide",0.5283109861353917,0.5283109861353917,-13.781
10460316,10460316,N-Hydroxy-staurosporine terminal acetate,0.5082371989475815,0.5082371989475815,-13.781
85149071,85149071,"[(3-Methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl)-methylamino]oxymethyl acetate",0.5082371989475815,0.5082371989475815,-13.78
21065856,21065856,"1-[[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-(2-phenylphenyl)urea",0.5432296416892498,0.5432296416892498,-13.774
1605,1605,"11,25-Dihydroxy-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8(13),9,11,14,19,21(26),22,24,27-nonaen-16-one",0.6451290072206413,0.6451290072206413,-13.771
21067731,21067731,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-1-carboxamide",0.6293211388065654,0.6293211388065654,-13.768
21065837,21065837,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-(2-phenylphenyl)urea",0.5268361990662991,0.5268361990662991,-13.766
21068198,21068198,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-phenoxybenzamide",0.5309345597220367,0.5309345597220367,-13.758
134166168,134166168,"1-[2-[[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]methyl]-6-azaspiro[3.4]octan-6-yl]prop-2-en-1-one",0.5314793130366903,0.5314793130366903,-13.753
16739511,16739511,"(16E)-11-chloro-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8(26),9,11,16,21,23-decaene",0.5058786513223376,0.5058786513223376,-13.751
21068356,21068356,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-2-carboxamide",0.59650833021384,0.59650833021384,-13.727
11273684,11273684,"1-morpholin-4-yl-3-[4-oxo-3-[4-[(4-pyrimidin-2-ylpiperazin-1-yl)methyl]phenyl]-1H-indeno[1,2-c]pyrazol-5-yl]urea",0.5576813836223713,0.5576813836223713,-13.727
73317457,73317457,"N-(14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl)ethanesulfonamide",0.5251561280249806,0.5251561280249806,-13.722
21065726,21065726,"2-benzyl-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]benzamide",0.6624254188757575,0.6624254188757575,-13.717
16739950,16739950,"N-[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]ethanesulfonamide",0.5251561280249806,0.5251561280249806,-13.705
122550713,122550713,"(E)-4-(dimethylamino)-1-[3-[2-[[(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-yl]amino]ethyl]azetidin-1-yl]but-2-en-1-one",0.5422326307572211,0.5422326307572211,-13.699
21068362,21068362,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",0.6129017728367908,0.6129017728367908,-13.698
21065578,21065578,"1-Benzhydryl-3-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]urea",0.6296385336298559,0.6296385336298559,-13.695
89898498,89898498,"4-benzyl-N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]benzamide",0.580140810937713,0.580140810937713,-13.687
21068355,21068355,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-1-sulfonamide",0.5391312810335122,0.5391312810335122,-13.674
71222134,71222134,"1-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-[(3R,7S)-3,7-dimethyl-1-bicyclo[3.3.1]nonanyl]urea",0.6113164506983226,0.6113164506983226,-13.673
21065400,21065400,"1-[3-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[4-(trifluoromethyl)phenyl]urea",0.5470106075216972,0.5470106075216972,-13.664
155381500,155381500,"3-[[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylamino]propanenitrile",0.5409836065573771,0.5409836065573771,-13.636
21065787,21065787,"1-[3-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-(2,4,6-trimethylphenyl)urea",0.5965342535606638,0.5965342535606638,-13.633
21068218,21068218,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-oxochromene-2-carboxamide",0.5473280023449876,0.5473280023449876,-13.632
21067603,21067603,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-cyclohexylbenzamide",0.5309604830688605,0.5309604830688605,-13.626
89908610,89908610,"1-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-[(3R,6S)-7-tricyclo[4.2.1.03,7]nonanyl]urea",0.627392498497983,0.627392498497983,-13.625
21068243,21068243,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclohexane-1-carboxamide",0.6460319762528066,0.6460319762528066,-13.61
122550728,122550728,"(16E)-14-methyl-N-(2-piperazin-1-ylethyl)-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-amine",0.5776151444184233,0.5776151444184233,-13.599
21067595,21067595,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-phenoxybenzamide",0.5473539256918113,0.5473539256918113,-13.595
21068278,21068278,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenylbenzamide",0.5804582057610034,0.5804582057610034,-13.592
21068344,21068344,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-1-carboxamide",0.6788188614987082,0.6788188614987082,-13.588
101999505,101999505,"(2S,3R,4R,6R)-11,23-bis(hydroxymethyl)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8(13),9,11,14,19,21(26),22,24,27-nonaen-16-one",0.7049180327868853,0.7049180327868853,-13.581
76639361,76639361,"14-Methyl-20-oxa-5,7,9,14,27-pentazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaene",0.6037013061978429,0.6037013061978429,-13.573
57911975,57911975,"(16E)-14-methyl-20-oxa-5,7,9,14,27-pentazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaene",0.6037013061978429,0.6037013061978429,-13.571
21067610,21067610,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-phenylbenzamide",0.5473539256918113,0.5473539256918113,-13.57
44352772,44352772,"3-[[(2R,3S,4S,6S)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-methylamino]propanenitrile",0.5409836065573771,0.5409836065573771,-13.545
21067739,21067739,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",0.5637473683147621,0.5637473683147621,-13.531
12043540,12043540,"1-[3-[4-(4-ethanimidoylpiperazin-1-yl)phenyl]-4-oxo-1H-indeno[1,2-c]pyrazol-5-yl]-3-morpholin-4-ylurea",0.524838260151348,0.524838260151348,-13.526
145848182,145848182,4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-(2-phenylcyclopropyl)piperidine-1-carboxamide,0.5139762381782674,0.5139762381782674,-13.518
91306735,91306735,"4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-[(1R,2S)-2-phenylcyclopropyl]piperidine-1-carboxamide",0.5139762381782674,0.5139762381782674,-13.518
21068324,21068324,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-phenylbenzamide",0.5804582057610034,0.5804582057610034,-13.494
21067641,21067641,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-naphthalen-2-ylacetamide",0.580140810937713,0.580140810937713,-13.492
21068248,21068248,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-naphthalen-1-ylacetamide",0.6624254188757575,0.6624254188757575,-13.492
21067733,21067733,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-2-carboxamide",0.6293211388065654,0.6293211388065654,-13.483
21065849,21065849,"1-[[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-naphthalen-1-ylurea",0.6460319762528066,0.6460319762528066,-13.473
58781417,58781417,"1-[[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-[3-(trifluoromethyl)phenyl]urea",0.5968516483839542,0.5968516483839542,-13.465
21068275,21068275,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenoxybenzamide",0.5640647631380526,0.5640647631380526,-13.464
21068146,21068146,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-naphthalen-1-ylacetamide",0.5801148875908892,0.5801148875908892,-13.457
11215621,11215621,"1-morpholin-4-yl-3-[4-oxo-3-[4-[2-oxo-2-(4-pyridin-2-ylpiperazin-1-yl)ethoxy]phenyl]-1H-indeno[1,2-c]pyrazol-5-yl]urea",0.524838260151348,0.524838260151348,-13.437
71033576,71033576,"1-morpholin-4-yl-3-[4-oxo-3-[4-[2-(4-pyridin-4-ylpiperazin-1-yl)ethyl]phenyl]-1H-indeno[1,2-c]pyrazol-5-yl]urea",0.5744746663092966,0.5744746663092966,-13.436
145501151,145501151,"[1-[7-[[6-[[(1S,2R)-2-[[3-bromo-7-[(1-hydroxypyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]amino]cyclohexyl]methoxy]-1-oxidopyridin-1-ium-3-yl]methylamino]-3-methylpyrazolo[1,5-a]pyrimidin-5-yl]piperidin-2-yl]methanol",0.5469556936338645,0.5469556936338645,-13.414
12017179,12017179,"tert-butyl 4-[4-[5-(morpholin-4-ylcarbamoylamino)-4-oxo-1H-indeno[1,2-c]pyrazol-3-yl]phenyl]piperazine-1-carboxylate",0.5416315428382732,0.5416315428382732,-13.412
21068313,21068313,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-cyclohexylbenzamide",0.6296385336298559,0.6296385336298559,-13.41
21067706,21067706,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-phenoxybenzamide",0.580140810937713,0.580140810937713,-13.409
21065788,21065788,"1-[3-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-(2,6-dimethylphenyl)urea",0.5965342535606638,0.5965342535606638,-13.385
21068229,21068229,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",0.6292952154597417,0.6292952154597417,-13.374
21067705,21067705,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-oxochromene-2-carboxamide",0.5473539256918113,0.5473539256918113,-13.362
21065833,21065833,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-(2,4,6-trimethylphenyl)urea",0.6292952154597417,0.6292952154597417,-13.354
21065532,21065532,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[3-(trifluoromethyl)phenyl]urea",0.5801148875908892,0.5801148875908892,-13.343
21068351,21068351,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",0.6296385336298559,0.6296385336298559,-13.335
56946379,56946379,"(16E)-N-(ethylsulfonylmethyl)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaen-10-amine",0.5415495706479313,0.5415495706479313,-13.326
21067631,21067631,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclohexane-1-carboxamide",0.6129276961836145,0.6129276961836145,-13.324
21067612,21067612,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-5-methyl-2-phenyltriazole-4-carboxamide",0.5145670404459097,0.5145670404459097,-13.319
21068345,21068345,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-2-carboxamide",0.6788188614987082,0.6788188614987082,-13.313
21068357,21068357,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-2-sulfonamide",0.5019286403085824,0.5019286403085824,-13.31
21067743,21067743,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-1-carboxamide",0.5965342535606638,0.5965342535606638,-13.308
21065722,21065722,"2-benzyl-N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]benzamide",0.5965342535606638,0.5965342535606638,-13.302
91346734,91346734,"(3R,7S)-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-azoniatetracyclo[3.3.1.11,3.02,7]decane-2-carboxamide",0.6768902211901259,0.6768902211901259,-13.302
21067687,21067687,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-oxo-1,2-dihydroindene-1-carboxamide",0.6088293355278769,0.6088293355278769,-13.296
21065396,21065396,"1-[3-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[4-chloro-2-(trifluoromethyl)phenyl]urea",0.5142237222757956,0.5142237222757956,-13.294
21067646,21067646,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2,4,6-trimethylbenzamide",0.5637473683147621,0.5637473683147621,-13.289
21067508,21067508,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-9H-xanthene-9-carboxamide",0.5250710633437806,0.5250710633437806,-13.285
21067692,21067692,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-(trifluoromethyl)benzamide",0.5432555650360736,0.5432555650360736,-13.263
21065525,21065525,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[2-(trifluoromethyl)phenyl]urea",0.514541117099086,0.514541117099086,-13.257
145501540,145501540,"[1-[3-bromo-7-[[6-[[(1S,2R)-2-[[3-bromo-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]amino]cyclohexyl]methoxy]-1-oxidopyridin-1-ium-3-yl]methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]piperidin-2-yl]methanol",0.6441353221056819,0.6441353221056819,-13.257
21068151,21068151,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-naphthalen-2-ylacetamide",0.5309345597220367,0.5309345597220367,-13.256
21067594,21067594,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-oxo-1,2-dihydroindene-1-carboxamide",0.5432555650360736,0.5432555650360736,-13.248
21067628,21067628,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-3-carboxamide",0.5791162207737786,0.5791162207737786,-13.245
71222123,71222123,"(1R,2S)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-cyclohexa-2,4-dien-1-ylcyclopropane-1-carboxamide",0.5576944440036183,0.5576944440036183,-13.227
58781252,58781252,"(1R,2R)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylcyclopropane-1-carboxamide",0.6068747718724709,0.6068747718724709,-13.227
89898499,89898499,"(1R)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylcyclopropane-1-carboxamide",0.6068747718724709,0.6068747718724709,-13.227
152412129,152412129,[4-[[2-[(4-Aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]phenyl]-(4-methylpiperazin-1-yl)methanone,0.586966365513695,0.586966365513695,-13.226
69327814,69327814,"5-amino-N-[6-(2,6-difluorophenyl)-2,3-difluorophenyl]-3-(4-sulfamoylanilino)-1,2,4-triazole-1-carboxamide",0.5983606557377049,0.5983606557377049,-13.217
21068252,21068252,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-naphthalen-2-ylacetamide",0.6132450910069049,0.6132450910069049,-13.216
21067670,21067670,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-(trifluoromethyl)benzamide",0.5470106075216972,0.5470106075216972,-13.206
21068226,21068226,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-5-methyl-2-phenyltriazole-4-carboxamide",0.5309345597220367,0.5309345597220367,-13.204
69021535,69021535,4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-phenylpiperidine-1-carboxamide,0.5001928012004102,0.5001928012004102,-13.19
21067744,21067744,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-2-carboxamide",0.5965342535606638,0.5965342535606638,-13.184
21067633,21067633,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopropane-1-carboxamide",0.662108024052467,0.662108024052467,-13.183
21067732,21067732,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-1-sulfonamide",0.5391572043803359,0.5391572043803359,-13.174
21067734,21067734,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]naphthalene-2-sulfonamide",0.5003433181701141,0.5003433181701141,-13.172
21068285,21068285,"(E)-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-(1H-indol-3-yl)prop-2-enamide",0.613245091006905,0.613245091006905,-13.171
73740352,73740352,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-(1H-indol-3-yl)prop-2-enamide",0.613245091006905,0.613245091006905,-13.171
21067635,21067635,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-(1,3-dioxoisoindol-2-yl)acetamide",0.6580096633967293,0.6580096633967293,-13.167
145502141,145502141,"N-[4-[[[3-bromo-5-[(2S)-2-(2-hydroxyethyl)-5-[5-[[[5-[(2R)-2-(2-hydroxyethyl)piperidin-1-yl]-3-methylpyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]-1-oxidopyridin-1-ium-3-yl]piperidin-1-yl]pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-(dimethylamino)acetamide",0.6209404900873206,0.6209404900873206,-13.157
58781324,58781324,"1-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[(1R)-1-phenylethyl]urea",0.5142237222757956,0.5142237222757956,-13.148
21065832,21065832,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-(1-phenylethyl)urea",0.5142237222757956,0.5142237222757956,-13.148
59511669,59511669,"1-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-[(1S)-1-phenylethyl]urea",0.5142237222757956,0.5142237222757956,-13.148
118249465,118249465,"(2R,3S,4S,6R)-3-methoxy-2-methyl-4-(methylamino)-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",0.5574645668239603,0.5574645668239603,-13.146
21068303,21068303,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-oxo-1,2-dihydroindene-1-carboxamide",0.6597661036777598,0.6597661036777598,-13.129
22449209,22449209,"1-morpholin-4-yl-3-[4-oxo-3-[4-(4-propan-2-yl-1,4-diazepan-1-yl)phenyl]-1H-indeno[1,2-c]pyrazol-5-yl]urea",0.5351304040142144,0.5351304040142144,-13.122
21067632,21067632,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopentane-1-carboxamide",0.6129276961836145,0.6129276961836145,-13.117
21067571,21067571,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylbenzamide",0.5473539256918113,0.5473539256918113,-13.115
71222121,71222121,"(E)-N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-(2,3-dihydro-1H-indol-3-yl)prop-2-enamide",0.6287326953697386,0.6287326953697386,-13.107
21067748,21067748,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",0.5309604830688605,0.5309604830688605,-13.105
21068234,21068234,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-benzofuran-2-carboxamide",0.5961909353905497,0.5961909353905497,-13.098
