,cid,cmpdname,canonicalsmiles,Molecule,Fingerprint,predicted,predicted_proba,min_energy
760,21067628,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-3-carboxamide",C1=CC=C2C(=C1)C(=CN2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc7b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286322d0>,0,0.5791162207737786,-13.245
2144,71222123,"(1R,2S)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-cyclohexa-2,4-dien-1-ylcyclopropane-1-carboxamide",C1C=CC=CC1C2CC2C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02286043c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228659ee0>,0,0.5576944440036183,-13.227
1560,58781252,"(1R,2R)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylcyclopropane-1-carboxamide",C1C(C1C(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285f2d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228648900>,0,0.6068747718724709,-13.227
2311,89898499,"(1R)-N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-phenylcyclopropane-1-carboxamide",C1C(C1C(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f0228609b60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022865f610>,0,0.6068747718724709,-13.227
2027,69327814,"5-amino-N-[6-(2,6-difluorophenyl)-2,3-difluorophenyl]-3-(4-sulfamoylanilino)-1,2,4-triazole-1-carboxamide",C1=CC(=C(C(=C1)F)C2=C(C(=C(C=C2)F)F)NC(=O)N3C(=NC(=N3)NC4=CC=C(C=C4)S(=O)(=O)N)N)F,<rdkit.Chem.rdchem.Mol object at 0x7f02286006d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286561f0>,0,0.5983606557377049,-13.217
960,21068226,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-5-methyl-2-phenyltriazole-4-carboxamide",CC1=NN(N=C1C(=O)NC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285e1fc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637ae0>,0,0.5309345597220367,-13.204
1985,69021535,4-[[2-[(4-aminocyclohexyl)amino]-9-cyclopentylpurin-6-yl]amino]-N-phenylpiperidine-1-carboxamide,C1CCC(C1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)N)NC5CCN(CC5)C(=O)NC6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285ff300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228654eb0>,0,0.5001928012004102,-13.19
851,21067744,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]naphthalene-2-carboxamide",C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285def80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634b30>,0,0.5965342535606638,-13.184
765,21067633,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopropane-1-carboxamide",C1CC1(C2=CC=CC=C2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc9e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228632500>,0,0.662108024052467,-13.183
1028,21068303,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-3-oxo-1,2-dihydroindene-1-carboxamide",C1C(C2=CC=CC=C2C1=O)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e3d80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228639930>,0,0.6597661036777598,-13.129
764,21067632,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopentane-1-carboxamide",C1CCC(C1)(C2=CC=CC=C2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228632490>,0,0.6129276961836145,-13.117
854,21067748,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1,2,3,4-tetrahydronaphthalene-2-carboxamide",C1CC2=CC=CC=C2CC1C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285df0d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634c80>,0,0.5309604830688605,-13.105
967,21068234,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-benzofuran-2-carboxamide",C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e22d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637df0>,0,0.5961909353905497,-13.098
1044,21068322,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-oxochromene-2-carboxamide",C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a030>,0,0.5804582057610034,-13.089
968,21068235,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-benzothiophene-2-carboxamide",C1=CC=C2C(=C1)C=C(S2)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e2340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637e60>,0,0.6129017728367908,-13.08
1582,58781385,"(1R,2R)-N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenylcyclopropane-1-carboxamide",C1C(C1C(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285f3760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228649310>,0,0.5741138099733929,-13.052
2317,90045957,"(2R)-N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-phenylcyclopropane-1-carboxamide",C1C(C1C(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f0228609e00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022865f8b0>,0,0.5741138099733929,-13.052
2141,71222119,"N-[(1R,2S)-2-[[(5S)-3-bicyclo[3.1.0]hexanyl]methyl]cyclopropyl]-3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]piperidine-1-carboxamide",C1CC(CN(C1)C(=O)NC2CC2CC3CC4CC4C3)CNC5=CC(=NC6=C(C=NN56)Br)C7=CC=CC=C7Cl,<rdkit.Chem.rdchem.Mol object at 0x7f0228604270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228659d90>,0,0.5060726738535879,-13.038
2101,70843396,"(1R,2R)-N-[[5-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]cyclohexa-1,5-dien-1-yl]methyl]-2-phenylcyclopropane-1-carboxamide",C1CC(=CC(=C1)CNC(=O)C2CC2C3=CC=CC=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f0228602ff0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228658ba0>,0,0.5901945192072425,-12.986
977,21068244,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopentane-1-carboxamide",C1CCC(C1)(C2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e2730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286382e0>,0,0.6460319762528066,-12.946
1724,66656606,"N-[2-amino-5-(4-fluorophenyl)phenyl]-2-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-4,5-dihydro-1,3-thiazole-5-carboxamide",CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=NCC(S3)C(=O)NC4=C(C=CC(=C4)C5=CC=C(C=C5)F)N,<rdkit.Chem.rdchem.Mol object at 0x7f02285f7760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022864d310>,0,0.5040983606557377,-12.938
761,21067629,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-5-carboxamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)CNC(=O)C5=CC6=C(C=C5)NC=C6)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228632340>,0,0.6129276961836145,-12.937
1347,44611483,"N-[2-amino-5-(4-fluorophenyl)phenyl]-2-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-1,3-thiazole-5-carboxamide",CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=NC=C(S3)C(=O)NC4=C(C=CC(=C4)C5=CC=C(C=C5)F)N,<rdkit.Chem.rdchem.Mol object at 0x7f02285eceb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286429d0>,0,0.5942622950819673,-12.936
702,21067543,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1H-indole-5-carboxamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC(=CC=C4)NC(=O)C5=CC6=C(C=C5)NC=C6)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dadc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228630970>,0,0.580140810937713,-12.934
973,21068240,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-3-carboxamide",C1=CC=C2C(=C1)C(=CN2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e2570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228638120>,0,0.5958270582200198,-12.933
947,21068197,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-oxo-1,2-dihydroindene-1-carboxamide",C1C(C2=CC=CC=C2C1=O)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e1a10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228637530>,0,0.5938490150158423,-12.925
701,21067542,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1H-indole-2-carboxamide",C1=CC=C2C(=C1)C=C(N2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dad50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228630900>,0,0.6129276961836145,-12.912
758,21067626,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2,3-dihydro-1H-indene-2-carboxamide",C1C(CC2=CC=CC=C21)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc6d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286321f0>,0,0.5473539256918113,-12.905
1050,21068330,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",C1C(OC2=CC=CC=C2O1)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e47b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a2d0>,0,0.6624254188757575,-12.87
912,21068145,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1H-indole-3-carboxamide",C1=CC=C2C(=C1)C(=CN2)C(=O)NC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e0ac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286365e0>,0,0.5463034121810532,-12.858
748,21067615,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631d90>,0,0.5637473683147621,-12.856
974,21068241,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-5-carboxamide",C1=CC=C(C(=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=C(C=C4)CNC(=O)C5=CC6=C(C=C5)NC=C6)Br)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e25e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228638190>,0,0.6460319762528066,-12.828
601,21065994,"3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]-N-[(2,4-dichlorophenyl)methyl]piperidine-1-carboxamide",C1CC(CN(C1)C(=O)NCC2=C(C=C(C=C2)Cl)Cl)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285d7ed0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022862da80>,0,0.5127759813765674,-12.814
829,21067722,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-benzofuran-2-carboxamide",C1=CC=C2C(=C1)C=C(O2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de5e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634190>,0,0.6129276961836145,-12.797
759,21067627,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-2-carboxamide",C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228632260>,0,0.6457145814295162,-12.787
752,21067620,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-benzothiophene-2-carboxamide",C1=CC=C2C(=C1)C=C(S2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631f50>,0,0.5637473683147621,-12.781
823,21067716,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2,3-dihydro-1,4-benzodioxine-3-carboxamide",C1C(OC2=CC=CC=C2O1)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228633e60>,0,0.6129276961836145,-12.747
751,21067619,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-benzofuran-2-carboxamide",C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc3c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631ee0>,0,0.580140810937713,-12.742
821,21067713,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-5-methyl-2-phenyltriazole-4-carboxamide",CC1=NN(N=C1C(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285de260>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228633d80>,0,0.5145670404459097,-12.715
1048,21068327,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-5-methyl-2-phenyltriazole-4-carboxamide",CC1=NN(N=C1C(=O)NCC2=CC=C(C=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x7f02285e46d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a1f0>,0,0.5148844352692001,-12.7
750,21067618,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631e70>,0,0.580140810937713,-12.682
830,21067723,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-benzothiophene-2-carboxamide",C1=CC=C2C(=C1)C=C(S2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de650>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634200>,0,0.5965342535606638,-12.668
704,21067545,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-1-phenylcyclopropane-1-carboxamide",C1CC1(C2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285daea0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228630a50>,0,0.6129276961836145,-12.647
978,21068245,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-phenylcyclopropane-1-carboxamide",C1CC1(C2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e27a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228638350>,0,0.695212304121659,-12.624
972,21068239,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1H-indole-2-carboxamide",C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e2500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286380b0>,0,0.695212304121659,-12.623
832,21067725,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]cyclohexanecarboxamide",C1CCC(CC1)C(=O)NCC2=CC=CC(=C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f02286342e0>,0,0.5637473683147621,-12.622
1388,46223565,"8-Anilino-1-cyclohexyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",C1CCC(CC1)N2C3=C(CCC4=CN=C(N=C43)NC5=CC=CC=C5)C(=N2)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f02285ee0a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228643bc0>,0,0.5203354481678953,-12.6
1056,21068336,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-benzothiophene-2-carboxamide",C1=CC=C2C(=C1)C=C(S2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4a50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a570>,0,0.6624254188757575,-12.591
746,21067613,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-5-methyl-3-phenyl-1,2-oxazole-4-carboxamide",CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285dc190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228631cb0>,0,0.5145670404459097,-12.591
1387,46223563,"8-Anilino-1-phenyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",C1CC2=C(C3=NC(=NC=C31)NC4=CC=CC=C4)N(N=C2C(=O)N)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f02285ee030>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228643b50>,0,0.6391879071842888,-12.591
1054,21068334,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e4970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a490>,0,0.6624254188757575,-12.546
1055,21068335,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1-benzofuran-2-carboxamide",C1=CC=C2C(=C1)C=C(O2)C(=O)NCC3=CC=C(C=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285e49e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f022863a500>,0,0.662108024052467,-12.533
828,21067721,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)NCC3=CC=CC(=C3)CNC4=CC(=NC5=C(C=NN45)Br)C6=CC=CC=C6Cl,<rdkit.Chem.rdchem.Mol object at 0x7f02285de570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0228634120>,0,0.6129276961836145,-12.53
